Scenario,Model,Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9
AWE,NN,22,0.3076923076923077,0.06274509803921569,0.9886490279440294,0.10423452768729642,0.8275814430561146,0.13505050784134767,0.1020710527915621,0.15767195036000062,0.04952142728818012,0.17716449468636417,0.007922499689059026,0.03102513785049954,0.012963336603971753,0.07656417130774865,0.06696535426541925,0.1489969735078288,0.09852793631928802
Sliding Window,NN,22,0.14845360824742268,0.2823529411764706,0.9753993478350601,0.19459459459459458,0.8098462094665999,0.1931712902922094,0.11942293982845419,0.16441729661005253,0.016177360732991787,0.17427384917289715,0.014528820773621321,0.0010153259352414957,0.0001607219358495282,0.11126159118862382,0.0964093917994501,0.16689667085861185,0.14418775307140602
History Window,NN,22,0.16080402010050251,0.25098039215686274,0.9783299624386016,0.19601837672281777,0.83114278750045,0.19031065556842006,0.10912082103553146,0.1615576069982449,0.008125233205732418,0.1872264064896837,0.00880612484625698,0.0020766711350036935,0.00036138251267943123,0.08032780088721825,0.09933223697848295,0.16507953179198737,0.11605132599051975
SEA,NN,23,0.24285714285714285,0.06028368794326241,0.9870156383977787,0.09659090909090907,0.8289483513692375,0.1160958388615151,0.07677122752938684,0.08330488273740874,0.014885351787773993,0.10422545174932722,0.0029906958861976697,0.04141653210303733,0.01910926566705118,0.06667312572087666,0.06801891580161479,0.1561005767012688,0.06406520569011923
AWE,NN,23,0.2608695652173913,0.0425531914893617,0.9875872769588828,0.07317073170731707,0.8278683649976022,0.10139014490202779,0.07785332833235745,0.09480353710111493,0.013771011149557855,0.11619530949634753,0.003800538254517427,0.037312110726643574,0.03242322183775468,0.05209058054594382,0.06970611303344869,0.13962691272587463,0.07822299115724721
Sliding Window,NN,23,0.09441233140655106,0.17375886524822695,0.9712955779674166,0.12234706616729088,0.8222014027372155,0.11433221028259383,0.06936034423576898,0.10306543637062655,0.008878277585543914,0.13837262591311023,0.008029834678969516,0.010077816224528923,0.004384006151480069,0.06846612841214912,0.0961870049980775,0.16688796616685886,0.1325591695501729
History Window,NN,23,0.10922330097087378,0.1595744680851064,0.9753378792209383,0.12968299711815562,0.8030428868696332,0.11980002298947864,0.06829660900479406,0.10081153402537486,0.0030923490965013567,0.1550023836985775,0.01139054209919268,0.022428604382929686,0.0006915801614764572,0.061966782006920476,0.12238954248366016,0.16025005767012696,0.1132289119569397
SEA,NN,24,0.27722772277227725,0.10526315789473684,0.9844639824158258,0.15258855585831063,0.8725791925134829,0.16414503182225743,0.1246048330298533,0.11472586892007439,0.034656204416276794,0.12672300186107333,0.003818092651275018,0.020338891403852855,0.015346436295960886,0.06661963683919314,0.08756551481313812,0.14190080981841952,0.07399929581006988
AWE,NN,24,0.25806451612903225,0.06015037593984962,0.9852133080227795,0.0975609756097561,0.8737908334018523,0.11915248442507767,0.11978415883387275,0.1310459735425782,0.0400547004677831,0.12431291182536071,0.0028341129721842994,0.026603289572958922,0.023422740304813484,0.04979389869724846,0.08193350435088753,0.12952328856697332,0.07253080830944099
Sliding Window,NN,24,0.1736111111111111,0.2819548872180451,0.9726246378259567,0.21489971346704873,0.8409408241137473,0.2079406263976484,0.1219969985666878,0.15113915296011268,0.013487500628741045,0.16077448317489065,0.005763165836728623,0.004783713092902797,0.0007146270308334923,0.10464627030833462,0.143628841607565,0.145591896785876,0.156603415321161
History Window,NN,24,0.17721518987341772,0.2631578947368421,0.9739734239184734,0.2118003025718608,0.8614633485292819,0.20311456173879766,0.10368542568548572,0.1461386499673055,0.019566294451989364,0.15238066495649114,0.006916402595442972,0.014280343041094535,0.004333031537649035,0.09296111865600332,0.14528909511593985,0.16210716261757463,0.14202869573965096
SEA,NN,25,0.3274336283185841,0.10364145658263306,0.9848112918073029,0.1574468085106383,0.8783841516384893,0.17812020504825649,0.12602684511286424,0.09319167279100013,0.028262479507038352,0.12180083667816166,0.004395669625190846,0.02370597546497839,0.009023404375600763,0.06702074735711468,0.07636539657414217,0.14142079823619205,0.10213225733506714
AWE,NN,25,0.3333333333333333,0.058823529411764705,0.9855016876342436,0.1,0.8860177086584196,0.13536837027575405,0.1193424809216207,0.10438563514048271,0.024054497145118404,0.12621643394199783,0.0026912205325343,0.022963564927355917,0.010069676069873901,0.06893295268245796,0.0777182147097065,0.1490618463451862,0.09624978800384412
Sliding Window,NN,25,0.16666666666666666,0.26330532212885155,0.9718855477140227,0.2041259500542888,0.8115154208679388,0.19573361794182992,0.12589792965201527,0.1388839109050821,0.02280089321046961,0.10952032336480284,0.008979309175193472,0.011190711741760251,0.01017256487082352,0.06961360167335617,0.18008649443156746,0.16211558030414375,0.14346938775510185
History Window,NN,25,0.11439114391143912,0.17366946778711484,0.9702746241178275,0.13793103448275862,0.8297219957397697,0.12625346935017878,0.11583110508404004,0.10599878455537337,0.007196562835660503,0.1101123579625755,0.003324523715303185,0.005329159364576785,8.493979309160959e-05,0.054320057662954224,0.04290477132681318,0.12915187404601716,0.11307889083611271
SEA,NN,26,0.23943661971830985,0.0787037037037037,0.9881521026505573,0.11846689895470383,0.9091780688106026,0.13236640931619914,0.15036260225474488,0.1415863600342098,0.03538176054735618,0.105587019121374,0.001990992475421516,0.029211292360081333,0.00823466641558579,0.054570141782203076,0.0547798727334071,0.1407954554370767,0.06352360552063967
AWE,NN,26,0.275,0.05092592592592592,0.9890418656926103,0.0859375,0.9199921459684682,0.11467664197297428,0.13862302816160704,0.15080918641966604,0.03453742281226217,0.11459046363643502,0.0008875707145603595,0.02636882203861939,0.010982981427865291,0.060926880556144106,0.06633053221288517,0.161999701841521,0.06260049117686291
Sliding Window,NN,26,0.24018475750577367,0.48148148148148145,0.9793481314976117,0.3204930662557781,0.8929279330186464,0.3307747120025463,0.15328869736502884,0.15176596128647551,0.024570926409779693,0.12659965947163193,0.0062599157309984445,0.015925350532369965,0.004180181876672395,0.08560357476323874,0.11717086834733907,0.16095096862274338,0.10089463236274918
History Window,NN,26,0.2753246753246753,0.49074074074074076,0.9817832724548095,0.3527454242928452,0.9013428729372764,0.35912939658695486,0.20022364915060153,0.15675878194415027,0.015362929485519783,0.13147329520043322,0.002876601621040642,0.012176164583480564,6.920415224918042e-05,0.05282544390305142,0.12550533939065828,0.15774341108992623,0.13339021883263116
