Dataset,Model1,Model2,Period,Topn,Overlap
Google,CART,GBDT,8,1,0.5
Google,CART,GBDT,8,3,0.833333333333333
Google,CART,GBDT,8,5,1
Google,CART,GBDT,9,1,0.333333333333333
Google,CART,GBDT,9,3,0.4
Google,CART,GBDT,9,5,1
Google,CART,GBDT,10,1,0
Google,CART,GBDT,10,3,0.25
Google,CART,GBDT,10,5,1
Google,CART,GBDT,11,1,0
Google,CART,GBDT,11,3,0.363636363636364
Google,CART,GBDT,11,5,1
Google,CART,GBDT,12,1,0.25
Google,CART,GBDT,12,3,0.416666666666667
Google,CART,GBDT,12,5,1
Google,CART,GBDT,13,1,0.5
Google,CART,GBDT,13,3,0.833333333333333
Google,CART,GBDT,13,5,1
Google,CART,GBDT,14,1,0.666666666666667
Google,CART,GBDT,14,3,1
Google,CART,GBDT,14,5,1
Google,CART,GBDT,15,1,0.25
Google,CART,GBDT,15,3,1
Google,CART,GBDT,15,5,1
Google,CART,GBDT,16,1,0.2
Google,CART,GBDT,16,3,0.5
Google,CART,GBDT,16,5,1
Google,CART,GBDT,17,1,0.333333333333333
Google,CART,GBDT,17,3,1
Google,CART,GBDT,17,5,1
Google,CART,GBDT,18,1,0.5
Google,CART,GBDT,18,3,0.272727272727273
Google,CART,GBDT,18,5,0.583333333333333
Google,CART,GBDT,19,1,0.5
Google,CART,GBDT,19,3,0.583333333333333
Google,CART,GBDT,19,5,1
Google,CART,GBDT,20,1,0.2
Google,CART,GBDT,20,3,1
Google,CART,GBDT,20,5,1
Google,CART,GBDT,21,1,0.125
Google,CART,GBDT,21,3,1
Google,CART,GBDT,21,5,1
Google,CART,GBDT,22,1,0
Google,CART,GBDT,22,3,0.833333333333333
Google,CART,GBDT,22,5,1
Google,CART,GBDT,23,1,0.25
Google,CART,GBDT,23,3,1
Google,CART,GBDT,23,5,1
Google,CART,GBDT,24,1,0.1
Google,CART,GBDT,24,3,0.583333333333333
Google,CART,GBDT,24,5,1
Google,CART,GBDT,25,1,0.5
Google,CART,GBDT,25,3,0.833333333333333
Google,CART,GBDT,25,5,1
Google,CART,GBDT,26,1,0
Google,CART,GBDT,26,3,0.25
Google,CART,GBDT,26,5,0.666666666666667
Google,CART,GBDT,27,1,0
Google,CART,GBDT,27,3,1
Google,CART,GBDT,27,5,1
Google,CART,GBDT,28,1,0.111111111111111
Google,CART,GBDT,28,3,1
Google,CART,GBDT,28,5,1
Google,CART,NN,1,1,0
Google,CART,NN,1,3,0.5
Google,CART,NN,1,5,1
Google,CART,NN,2,1,0.5
Google,CART,NN,2,3,0.75
Google,CART,NN,2,5,1
Google,CART,NN,3,1,0.166666666666667
Google,CART,NN,3,3,0.25
Google,CART,NN,3,5,1
Google,CART,NN,4,1,0.666666666666667
Google,CART,NN,4,3,0.833333333333333
Google,CART,NN,4,5,1
Google,CART,NN,5,1,0.333333333333333
Google,CART,NN,5,3,0.666666666666667
Google,CART,NN,5,5,1
Google,CART,NN,6,1,0.571428571428571
Google,CART,NN,6,3,1
Google,CART,NN,6,5,1
Google,CART,NN,7,1,0.7
Google,CART,NN,7,3,1
Google,CART,NN,7,5,1
Google,CART,NN,8,1,0
Google,CART,NN,8,3,0.7
Google,CART,NN,8,5,1
Google,CART,NN,9,1,0.333333333333333
Google,CART,NN,9,3,0.6
Google,CART,NN,9,5,1
Google,CART,NN,10,1,0
Google,CART,NN,10,3,0.416666666666667
Google,CART,NN,10,5,1
Google,CART,NN,11,1,0
Google,CART,NN,11,3,0.545454545454545
Google,CART,NN,11,5,1
Google,CART,NN,12,1,0.25
Google,CART,NN,12,3,0.333333333333333
Google,CART,NN,12,5,0.666666666666667
Google,CART,NN,13,1,0
Google,CART,NN,13,3,0.3
Google,CART,NN,13,5,0.75
Google,CART,NN,14,1,0.2
Google,CART,NN,14,3,0.75
Google,CART,NN,14,5,1
Google,CART,NN,15,1,0.25
Google,CART,NN,15,3,0.666666666666667
Google,CART,NN,15,5,1
Google,CART,NN,16,1,0.2
Google,CART,NN,16,3,0.416666666666667
Google,CART,NN,16,5,0.833333333333333
Google,CART,NN,17,1,0.166666666666667
Google,CART,NN,17,3,0.833333333333333
Google,CART,NN,17,5,1
Google,CART,NN,18,1,0.333333333333333
Google,CART,NN,18,3,0.454545454545455
Google,CART,NN,18,5,0.75
Google,CART,NN,19,1,0
Google,CART,NN,19,3,0.5
Google,CART,NN,19,5,1
Google,CART,NN,20,1,0.6
Google,CART,NN,20,3,1
Google,CART,NN,20,5,1
Google,CART,NN,21,1,0.25
Google,CART,NN,21,3,0.75
Google,CART,NN,21,5,1
Google,CART,NN,22,1,0.666666666666667
Google,CART,NN,22,3,0.727272727272727
Google,CART,NN,22,5,1
Google,CART,NN,23,1,0.125
Google,CART,NN,23,3,0.666666666666667
Google,CART,NN,23,5,1
Google,CART,NN,24,1,0.2
Google,CART,NN,24,3,0.666666666666667
Google,CART,NN,24,5,1
Google,CART,NN,25,1,0.5
Google,CART,NN,25,3,0.5
Google,CART,NN,25,5,1
Google,CART,NN,26,1,0.2
Google,CART,NN,26,3,1
Google,CART,NN,26,5,1
Google,CART,NN,27,1,1
Google,CART,NN,27,3,0.333333333333333
Google,CART,NN,27,5,1
Google,CART,NN,28,1,0.444444444444444
Google,CART,NN,28,3,0.833333333333333
Google,CART,NN,28,5,1
Google,CART,RF,1,1,0
Google,CART,RF,1,3,0.666666666666667
Google,CART,RF,1,5,1
Google,CART,RF,2,1,0.166666666666667
Google,CART,RF,2,3,0.333333333333333
Google,CART,RF,2,5,1
Google,CART,RF,3,1,0.166666666666667
Google,CART,RF,3,3,0.333333333333333
Google,CART,RF,3,5,1
Google,CART,RF,4,1,0.5
Google,CART,RF,4,3,0.5
Google,CART,RF,4,5,1
Google,CART,RF,5,1,0.166666666666667
Google,CART,RF,5,3,0.333333333333333
Google,CART,RF,5,5,1
Google,CART,RF,6,1,0.2
Google,CART,RF,6,3,1
Google,CART,RF,6,5,1
Google,CART,RF,7,1,0.1
Google,CART,RF,7,3,1
Google,CART,RF,7,5,1
Google,CART,RF,8,1,0
Google,CART,RF,8,3,0.4
Google,CART,RF,8,5,1
Google,CART,RF,9,1,0.333333333333333
Google,CART,RF,9,3,0.833333333333333
Google,CART,RF,9,5,1
Google,CART,RF,10,1,0
Google,CART,RF,10,3,0.25
Google,CART,RF,10,5,1
Google,CART,RF,11,1,0
Google,CART,RF,11,3,0.454545454545455
Google,CART,RF,11,5,1
Google,CART,RF,12,1,0.25
Google,CART,RF,12,3,0.333333333333333
Google,CART,RF,12,5,1
Google,CART,RF,13,1,0.5
Google,CART,RF,13,3,0.833333333333333
Google,CART,RF,13,5,1
Google,CART,RF,14,1,0.25
Google,CART,RF,14,3,1
Google,CART,RF,14,5,1
Google,CART,RF,15,1,0.25
Google,CART,RF,15,3,1
Google,CART,RF,15,5,1
Google,CART,RF,16,1,0.2
Google,CART,RF,16,3,1
Google,CART,RF,16,5,1
Google,CART,RF,17,1,0.666666666666667
Google,CART,RF,17,3,1
Google,CART,RF,17,5,1
Google,CART,RF,18,1,0.5
Google,CART,RF,18,3,0.916666666666667
Google,CART,RF,18,5,1
Google,CART,RF,19,1,0
Google,CART,RF,19,3,0.583333333333333
Google,CART,RF,19,5,1
Google,CART,RF,20,1,0.2
Google,CART,RF,20,3,1
Google,CART,RF,20,5,1
Google,CART,RF,21,1,0.125
Google,CART,RF,21,3,1
Google,CART,RF,21,5,1
Google,CART,RF,22,1,0
Google,CART,RF,22,3,0.833333333333333
Google,CART,RF,22,5,1
Google,CART,RF,23,1,0.142857142857143
Google,CART,RF,23,3,1
Google,CART,RF,23,5,1
Google,CART,RF,24,1,0.1
Google,CART,RF,24,3,1
Google,CART,RF,24,5,1
Google,CART,RF,25,1,0
Google,CART,RF,25,3,0.666666666666667
Google,CART,RF,25,5,1
Google,CART,RF,26,1,0.333333333333333
Google,CART,RF,26,3,1
Google,CART,RF,26,5,1
Google,CART,RF,27,1,0
Google,CART,RF,27,3,0.25
Google,CART,RF,27,5,1
Google,CART,RF,28,1,0.111111111111111
Google,CART,RF,28,3,1
Google,CART,RF,28,5,1
Google,CART,RGF,1,1,0.333333333333333
Google,CART,RGF,1,3,0.75
Google,CART,RGF,1,5,1
Google,CART,RGF,2,1,0.166666666666667
Google,CART,RGF,2,3,0.25
Google,CART,RGF,2,5,0.5
Google,CART,RGF,3,1,0.142857142857143
Google,CART,RGF,3,3,1
Google,CART,RGF,3,5,1
Google,CART,RGF,4,1,0.5
Google,CART,RGF,4,3,0.7
Google,CART,RGF,4,5,1
Google,CART,RGF,5,1,0.333333333333333
Google,CART,RGF,5,3,1
Google,CART,RGF,5,5,1
Google,CART,RGF,6,1,0.333333333333333
Google,CART,RGF,6,3,1
Google,CART,RGF,6,5,1
Google,CART,RGF,7,1,0.1
Google,CART,RGF,7,3,1
Google,CART,RGF,7,5,1
Google,CART,RGF,8,1,1
Google,CART,RGF,8,3,0.833333333333333
Google,CART,RGF,8,5,1
Google,CART,RGF,9,1,0.333333333333333
Google,CART,RGF,9,3,0.454545454545455
Google,CART,RGF,9,5,1
Google,CART,RGF,10,1,0
Google,CART,RGF,10,3,0.416666666666667
Google,CART,RGF,10,5,1
Google,CART,RGF,11,1,0
Google,CART,RGF,11,3,0.454545454545455
Google,CART,RGF,11,5,1
Google,CART,RGF,12,1,0.5
Google,CART,RGF,12,3,1
Google,CART,RGF,12,5,1
Google,CART,RGF,13,1,0.5
Google,CART,RGF,13,3,0.833333333333333
Google,CART,RGF,13,5,1
Google,CART,RGF,14,1,0.5
Google,CART,RGF,14,3,1
Google,CART,RGF,14,5,1
Google,CART,RGF,15,1,0.25
Google,CART,RGF,15,3,1
Google,CART,RGF,15,5,1
Google,CART,RGF,16,1,0.2
Google,CART,RGF,16,3,0.333333333333333
Google,CART,RGF,16,5,1
Google,CART,RGF,17,1,0.75
Google,CART,RGF,17,3,1
Google,CART,RGF,17,5,1
Google,CART,RGF,18,1,0.5
Google,CART,RGF,18,3,0.454545454545455
Google,CART,RGF,18,5,1
Google,CART,RGF,19,1,1
Google,CART,RGF,19,3,0.583333333333333
Google,CART,RGF,19,5,1
Google,CART,RGF,20,1,0.2
Google,CART,RGF,20,3,1
Google,CART,RGF,20,5,1
Google,CART,RGF,21,1,0.125
Google,CART,RGF,21,3,0.333333333333333
Google,CART,RGF,21,5,1
Google,CART,RGF,22,1,0
Google,CART,RGF,22,3,0.833333333333333
Google,CART,RGF,22,5,1
Google,CART,RGF,23,1,0.125
Google,CART,RGF,23,3,0.666666666666667
Google,CART,RGF,23,5,1
Google,CART,RGF,24,1,0.1
Google,CART,RGF,24,3,0.333333333333333
Google,CART,RGF,24,5,1
Google,CART,RGF,25,1,0.333333333333333
Google,CART,RGF,25,3,0.833333333333333
Google,CART,RGF,25,5,1
Google,CART,RGF,26,1,0.333333333333333
Google,CART,RGF,26,3,0.666666666666667
Google,CART,RGF,26,5,1
Google,CART,RGF,27,1,0
Google,CART,RGF,27,3,1
Google,CART,RGF,27,5,1
Google,CART,RGF,28,1,0.111111111111111
Google,CART,RGF,28,3,1
Google,CART,RGF,28,5,1
Google,GBDT,NN,1,1,0.5
Google,GBDT,NN,1,3,0.5
Google,GBDT,NN,1,5,1
Google,GBDT,NN,2,1,0
Google,GBDT,NN,2,3,0.272727272727273
Google,GBDT,NN,2,5,1
Google,GBDT,NN,3,1,0.5
Google,GBDT,NN,3,3,0.25
Google,GBDT,NN,3,5,1
Google,GBDT,NN,4,1,0.666666666666667
Google,GBDT,NN,4,3,1
Google,GBDT,NN,4,5,1
Google,GBDT,NN,5,1,0.5
Google,GBDT,NN,5,3,0.375
Google,GBDT,NN,5,5,1
Google,GBDT,NN,6,1,0.142857142857143
Google,GBDT,NN,6,3,1
Google,GBDT,NN,6,5,1
Google,GBDT,NN,7,1,0
Google,GBDT,NN,7,3,1
Google,GBDT,NN,7,5,1
Google,GBDT,NN,8,1,0.5
Google,GBDT,NN,8,3,0.583333333333333
Google,GBDT,NN,8,5,1
Google,GBDT,NN,9,1,1
Google,GBDT,NN,9,3,0.25
Google,GBDT,NN,9,5,1
Google,GBDT,NN,10,1,0
Google,GBDT,NN,10,3,0
Google,GBDT,NN,10,5,1
Google,GBDT,NN,11,1,0
Google,GBDT,NN,11,3,0.111111111111111
Google,GBDT,NN,11,5,1
Google,GBDT,NN,12,1,1
Google,GBDT,NN,12,3,0.285714285714286
Google,GBDT,NN,12,5,0.666666666666667
Google,GBDT,NN,13,1,0
Google,GBDT,NN,13,3,0.25
Google,GBDT,NN,13,5,0.75
Google,GBDT,NN,14,1,0.166666666666667
Google,GBDT,NN,14,3,0.75
Google,GBDT,NN,14,5,1
Google,GBDT,NN,15,1,0
Google,GBDT,NN,15,3,0.666666666666667
Google,GBDT,NN,15,5,1
Google,GBDT,NN,16,1,0
Google,GBDT,NN,16,3,0.375
Google,GBDT,NN,16,5,0.833333333333333
Google,GBDT,NN,17,1,0
Google,GBDT,NN,17,3,0.833333333333333
Google,GBDT,NN,17,5,1
Google,GBDT,NN,18,1,0.5
Google,GBDT,NN,18,3,0.333333333333333
Google,GBDT,NN,18,5,0.454545454545455
Google,GBDT,NN,19,1,0
Google,GBDT,NN,19,3,0.416666666666667
Google,GBDT,NN,19,5,1
Google,GBDT,NN,20,1,0
Google,GBDT,NN,20,3,1
Google,GBDT,NN,20,5,1
Google,GBDT,NN,21,1,0
Google,GBDT,NN,21,3,0.75
Google,GBDT,NN,21,5,1
Google,GBDT,NN,22,1,0
Google,GBDT,NN,22,3,0.75
Google,GBDT,NN,22,5,1
Google,GBDT,NN,23,1,0
Google,GBDT,NN,23,3,0.666666666666667
Google,GBDT,NN,23,5,1
Google,GBDT,NN,24,1,0
Google,GBDT,NN,24,3,0.5
Google,GBDT,NN,24,5,1
Google,GBDT,NN,25,1,0
Google,GBDT,NN,25,3,0.454545454545455
Google,GBDT,NN,25,5,1
Google,GBDT,NN,26,1,0.25
Google,GBDT,NN,26,3,0.25
Google,GBDT,NN,26,5,0.666666666666667
Google,GBDT,NN,27,1,0
Google,GBDT,NN,27,3,0.333333333333333
Google,GBDT,NN,27,5,1
Google,GBDT,NN,28,1,0
Google,GBDT,NN,28,3,0.833333333333333
Google,GBDT,NN,28,5,1
Google,GBDT,RF,1,1,0.5
Google,GBDT,RF,1,3,0.888888888888889
Google,GBDT,RF,1,5,1
Google,GBDT,RF,2,1,1
Google,GBDT,RF,2,3,0.8
Google,GBDT,RF,2,5,1
Google,GBDT,RF,3,1,0.5
Google,GBDT,RF,3,3,0.333333333333333
Google,GBDT,RF,3,5,1
Google,GBDT,RF,4,1,0.5
Google,GBDT,RF,4,3,0.416666666666667
Google,GBDT,RF,4,5,1
Google,GBDT,RF,5,1,1
Google,GBDT,RF,5,3,0.75
Google,GBDT,RF,5,5,1
Google,GBDT,RF,6,1,0
Google,GBDT,RF,6,3,1
Google,GBDT,RF,6,5,1
Google,GBDT,RF,7,1,1
Google,GBDT,RF,7,3,1
Google,GBDT,RF,7,5,1
Google,GBDT,RF,8,1,0.5
Google,GBDT,RF,8,3,0.333333333333333
Google,GBDT,RF,8,5,1
Google,GBDT,RF,9,1,1
Google,GBDT,RF,9,3,0.333333333333333
Google,GBDT,RF,9,5,1
Google,GBDT,RF,10,1,1
Google,GBDT,RF,10,3,1
Google,GBDT,RF,10,5,1
Google,GBDT,RF,11,1,1
Google,GBDT,RF,11,3,0.8
Google,GBDT,RF,11,5,1
Google,GBDT,RF,12,1,1
Google,GBDT,RF,12,3,0.5
Google,GBDT,RF,12,5,1
Google,GBDT,RF,13,1,0
Google,GBDT,RF,13,3,1
Google,GBDT,RF,13,5,1
Google,GBDT,RF,14,1,0.2
Google,GBDT,RF,14,3,1
Google,GBDT,RF,14,5,1
Google,GBDT,RF,15,1,1
Google,GBDT,RF,15,3,1
Google,GBDT,RF,15,5,1
Google,GBDT,RF,16,1,1
Google,GBDT,RF,16,3,0.5
Google,GBDT,RF,16,5,1
Google,GBDT,RF,17,1,0.5
Google,GBDT,RF,17,3,1
Google,GBDT,RF,17,5,1
Google,GBDT,RF,18,1,1
Google,GBDT,RF,18,3,0.25
Google,GBDT,RF,18,5,0.583333333333333
Google,GBDT,RF,19,1,0.5
Google,GBDT,RF,19,3,1
Google,GBDT,RF,19,5,1
Google,GBDT,RF,20,1,1
Google,GBDT,RF,20,3,1
Google,GBDT,RF,20,5,1
Google,GBDT,RF,21,1,1
Google,GBDT,RF,21,3,1
Google,GBDT,RF,21,5,1
Google,GBDT,RF,22,1,0.333333333333333
Google,GBDT,RF,22,3,1
Google,GBDT,RF,22,5,1
Google,GBDT,RF,23,1,0.333333333333333
Google,GBDT,RF,23,3,1
Google,GBDT,RF,23,5,1
Google,GBDT,RF,24,1,1
Google,GBDT,RF,24,3,0.583333333333333
Google,GBDT,RF,24,5,1
Google,GBDT,RF,25,1,0
Google,GBDT,RF,25,3,0.8
Google,GBDT,RF,25,5,1
Google,GBDT,RF,26,1,0.5
Google,GBDT,RF,26,3,0.25
Google,GBDT,RF,26,5,0.666666666666667
Google,GBDT,RF,27,1,0.333333333333333
Google,GBDT,RF,27,3,0.25
Google,GBDT,RF,27,5,1
Google,GBDT,RF,28,1,1
Google,GBDT,RF,28,3,1
Google,GBDT,RF,28,5,1
Google,GBDT,RGF,1,1,0.333333333333333
Google,GBDT,RGF,1,3,0.8
Google,GBDT,RGF,1,5,1
Google,GBDT,RGF,2,1,1
Google,GBDT,RGF,2,3,0.6
Google,GBDT,RGF,2,5,0.5
Google,GBDT,RGF,3,1,0.333333333333333
Google,GBDT,RGF,3,3,1
Google,GBDT,RGF,3,5,1
Google,GBDT,RGF,4,1,0.5
Google,GBDT,RGF,4,3,0.583333333333333
Google,GBDT,RGF,4,5,1
Google,GBDT,RGF,5,1,0.5
Google,GBDT,RGF,5,3,0.25
Google,GBDT,RGF,5,5,1
Google,GBDT,RGF,6,1,0.25
Google,GBDT,RGF,6,3,1
Google,GBDT,RGF,6,5,1
Google,GBDT,RGF,7,1,1
Google,GBDT,RGF,7,3,1
Google,GBDT,RGF,7,5,1
Google,GBDT,RGF,8,1,0.5
Google,GBDT,RGF,8,3,1
Google,GBDT,RGF,8,5,1
Google,GBDT,RGF,9,1,1
Google,GBDT,RGF,9,3,0.666666666666667
Google,GBDT,RGF,9,5,1
Google,GBDT,RGF,10,1,1
Google,GBDT,RGF,10,3,0.6
Google,GBDT,RGF,10,5,1
Google,GBDT,RGF,11,1,0.333333333333333
Google,GBDT,RGF,11,3,0.8
Google,GBDT,RGF,11,5,1
Google,GBDT,RGF,12,1,0.5
Google,GBDT,RGF,12,3,0.416666666666667
Google,GBDT,RGF,12,5,1
Google,GBDT,RGF,13,1,1
Google,GBDT,RGF,13,3,1
Google,GBDT,RGF,13,5,1
Google,GBDT,RGF,14,1,0.75
Google,GBDT,RGF,14,3,1
Google,GBDT,RGF,14,5,1
Google,GBDT,RGF,15,1,1
Google,GBDT,RGF,15,3,1
Google,GBDT,RGF,15,5,1
Google,GBDT,RGF,16,1,1
Google,GBDT,RGF,16,3,0.666666666666667
Google,GBDT,RGF,16,5,1
Google,GBDT,RGF,17,1,0.25
Google,GBDT,RGF,17,3,1
Google,GBDT,RGF,17,5,1
Google,GBDT,RGF,18,1,1
Google,GBDT,RGF,18,3,0.6
Google,GBDT,RGF,18,5,0.583333333333333
Google,GBDT,RGF,19,1,0.5
Google,GBDT,RGF,19,3,1
Google,GBDT,RGF,19,5,1
Google,GBDT,RGF,20,1,1
Google,GBDT,RGF,20,3,1
Google,GBDT,RGF,20,5,1
Google,GBDT,RGF,21,1,1
Google,GBDT,RGF,21,3,0.333333333333333
Google,GBDT,RGF,21,5,1
Google,GBDT,RGF,22,1,0.666666666666667
Google,GBDT,RGF,22,3,1
Google,GBDT,RGF,22,5,1
Google,GBDT,RGF,23,1,0.666666666666667
Google,GBDT,RGF,23,3,0.666666666666667
Google,GBDT,RGF,23,5,1
Google,GBDT,RGF,24,1,1
Google,GBDT,RGF,24,3,0.571428571428571
Google,GBDT,RGF,24,5,1
Google,GBDT,RGF,25,1,0.5
Google,GBDT,RGF,25,3,1
Google,GBDT,RGF,25,5,1
Google,GBDT,RGF,26,1,0
Google,GBDT,RGF,26,3,0.375
Google,GBDT,RGF,26,5,0.666666666666667
Google,GBDT,RGF,27,1,0.333333333333333
Google,GBDT,RGF,27,3,1
Google,GBDT,RGF,27,5,1
Google,GBDT,RGF,28,1,1
Google,GBDT,RGF,28,3,1
Google,GBDT,RGF,28,5,1
Google,NN,RF,1,1,1
Google,NN,RF,1,3,0.555555555555556
Google,NN,RF,1,5,1
Google,NN,RF,2,1,0
Google,NN,RF,2,3,0.181818181818182
Google,NN,RF,2,5,1
Google,NN,RF,3,1,1
Google,NN,RF,3,3,0.4
Google,NN,RF,3,5,1
Google,NN,RF,4,1,0.333333333333333
Google,NN,RF,4,3,0.416666666666667
Google,NN,RF,4,5,1
Google,NN,RF,5,1,0.5
Google,NN,RF,5,3,0.333333333333333
Google,NN,RF,5,5,1
Google,NN,RF,6,1,0
Google,NN,RF,6,3,1
Google,NN,RF,6,5,1
Google,NN,RF,7,1,0
Google,NN,RF,7,3,1
Google,NN,RF,7,5,1
Google,NN,RF,8,1,1
Google,NN,RF,8,3,0.222222222222222
Google,NN,RF,8,5,1
Google,NN,RF,9,1,1
Google,NN,RF,9,3,0.5
Google,NN,RF,9,5,1
Google,NN,RF,10,1,0
Google,NN,RF,10,3,0
Google,NN,RF,10,5,1
Google,NN,RF,11,1,0
Google,NN,RF,11,3,0.222222222222222
Google,NN,RF,11,5,1
Google,NN,RF,12,1,1
Google,NN,RF,12,3,0.142857142857143
Google,NN,RF,12,5,0.666666666666667
Google,NN,RF,13,1,0
Google,NN,RF,13,3,0.25
Google,NN,RF,13,5,0.75
Google,NN,RF,14,1,0.166666666666667
Google,NN,RF,14,3,0.75
Google,NN,RF,14,5,1
Google,NN,RF,15,1,0
Google,NN,RF,15,3,0.666666666666667
Google,NN,RF,15,5,1
Google,NN,RF,16,1,0
Google,NN,RF,16,3,0.416666666666667
Google,NN,RF,16,5,0.833333333333333
Google,NN,RF,17,1,0
Google,NN,RF,17,3,0.833333333333333
Google,NN,RF,17,5,1
Google,NN,RF,18,1,0.5
Google,NN,RF,18,3,0.416666666666667
Google,NN,RF,18,5,0.75
Google,NN,RF,19,1,0
Google,NN,RF,19,3,0.416666666666667
Google,NN,RF,19,5,1
Google,NN,RF,20,1,0
Google,NN,RF,20,3,1
Google,NN,RF,20,5,1
Google,NN,RF,21,1,0
Google,NN,RF,21,3,0.75
Google,NN,RF,21,5,1
Google,NN,RF,22,1,0
Google,NN,RF,22,3,0.75
Google,NN,RF,22,5,1
Google,NN,RF,23,1,0
Google,NN,RF,23,3,0.666666666666667
Google,NN,RF,23,5,1
Google,NN,RF,24,1,0
Google,NN,RF,24,3,0.666666666666667
Google,NN,RF,24,5,1
Google,NN,RF,25,1,0
Google,NN,RF,25,3,0.555555555555556
Google,NN,RF,25,5,1
Google,NN,RF,26,1,0.2
Google,NN,RF,26,3,1
Google,NN,RF,26,5,1
Google,NN,RF,27,1,0
Google,NN,RF,27,3,0
Google,NN,RF,27,5,1
Google,NN,RF,28,1,0
Google,NN,RF,28,3,0.833333333333333
Google,NN,RF,28,5,1
Google,NN,RGF,1,1,0
Google,NN,RGF,1,3,0.363636363636364
Google,NN,RGF,1,5,1
Google,NN,RGF,2,1,0
Google,NN,RGF,2,3,0.2
Google,NN,RGF,2,5,0.5
Google,NN,RGF,3,1,0
Google,NN,RGF,3,3,0.25
Google,NN,RGF,3,5,1
Google,NN,RGF,4,1,0.333333333333333
Google,NN,RGF,4,3,0.583333333333333
Google,NN,RGF,4,5,1
Google,NN,RGF,5,1,0.333333333333333
Google,NN,RGF,5,3,0.666666666666667
Google,NN,RGF,5,5,1
Google,NN,RGF,6,1,0.125
Google,NN,RGF,6,3,1
Google,NN,RGF,6,5,1
Google,NN,RGF,7,1,0
Google,NN,RGF,7,3,1
Google,NN,RGF,7,5,1
Google,NN,RGF,8,1,0
Google,NN,RGF,8,3,0.583333333333333
Google,NN,RGF,8,5,1
Google,NN,RGF,9,1,1
Google,NN,RGF,9,3,0.2
Google,NN,RGF,9,5,1
Google,NN,RGF,10,1,0
Google,NN,RGF,10,3,0.25
Google,NN,RGF,10,5,1
Google,NN,RGF,11,1,0.2
Google,NN,RGF,11,3,0.222222222222222
Google,NN,RGF,11,5,1
Google,NN,RGF,12,1,0.5
Google,NN,RGF,12,3,0.333333333333333
Google,NN,RGF,12,5,0.666666666666667
Google,NN,RGF,13,1,0
Google,NN,RGF,13,3,0.25
Google,NN,RGF,13,5,0.75
Google,NN,RGF,14,1,0.142857142857143
Google,NN,RGF,14,3,0.75
Google,NN,RGF,14,5,1
Google,NN,RGF,15,1,0
Google,NN,RGF,15,3,0.666666666666667
Google,NN,RGF,15,5,1
Google,NN,RGF,16,1,0
Google,NN,RGF,16,3,0.125
Google,NN,RGF,16,5,0.833333333333333
Google,NN,RGF,17,1,0.142857142857143
Google,NN,RGF,17,3,0.833333333333333
Google,NN,RGF,17,5,1
Google,NN,RGF,18,1,0.5
Google,NN,RGF,18,3,0.25
Google,NN,RGF,18,5,0.75
Google,NN,RGF,19,1,0
Google,NN,RGF,19,3,0.416666666666667
Google,NN,RGF,19,5,1
Google,NN,RGF,20,1,0
Google,NN,RGF,20,3,1
Google,NN,RGF,20,5,1
Google,NN,RGF,21,1,0
Google,NN,RGF,21,3,0.3
Google,NN,RGF,21,5,1
Google,NN,RGF,22,1,0
Google,NN,RGF,22,3,0.75
Google,NN,RGF,22,5,1
Google,NN,RGF,23,1,0
Google,NN,RGF,23,3,0.454545454545455
Google,NN,RGF,23,5,1
Google,NN,RGF,24,1,0
Google,NN,RGF,24,3,0.2
Google,NN,RGF,24,5,1
Google,NN,RGF,25,1,0
Google,NN,RGF,25,3,0.454545454545455
Google,NN,RGF,25,5,1
Google,NN,RGF,26,1,0
Google,NN,RGF,26,3,0.666666666666667
Google,NN,RGF,26,5,1
Google,NN,RGF,27,1,0
Google,NN,RGF,27,3,0.333333333333333
Google,NN,RGF,27,5,1
Google,NN,RGF,28,1,0
Google,NN,RGF,28,3,0.833333333333333
Google,NN,RGF,28,5,1
Google,RF,RGF,1,1,0
Google,RF,RGF,1,3,0.7
Google,RF,RGF,1,5,1
Google,RF,RGF,2,1,1
Google,RF,RGF,2,3,0.4
Google,RF,RGF,2,5,0.5
Google,RF,RGF,3,1,0
Google,RF,RGF,3,3,0.333333333333333
Google,RF,RGF,3,5,1
Google,RF,RGF,4,1,0
Google,RF,RGF,4,3,0.5
Google,RF,RGF,4,5,1
Google,RF,RGF,5,1,0.5
Google,RF,RGF,5,3,0.333333333333333
Google,RF,RGF,5,5,1
Google,RF,RGF,6,1,0.333333333333333
Google,RF,RGF,6,3,1
Google,RF,RGF,6,5,1
Google,RF,RGF,7,1,1
Google,RF,RGF,7,3,1
Google,RF,RGF,7,5,1
Google,RF,RGF,8,1,0
Google,RF,RGF,8,3,0.333333333333333
Google,RF,RGF,8,5,1
Google,RF,RGF,9,1,1
Google,RF,RGF,9,3,0.5
Google,RF,RGF,9,5,1
Google,RF,RGF,10,1,1
Google,RF,RGF,10,3,0.6
Google,RF,RGF,10,5,1
Google,RF,RGF,11,1,0.333333333333333
Google,RF,RGF,11,3,1
Google,RF,RGF,11,5,1
Google,RF,RGF,12,1,0.5
Google,RF,RGF,12,3,0.333333333333333
Google,RF,RGF,12,5,1
Google,RF,RGF,13,1,0
Google,RF,RGF,13,3,1
Google,RF,RGF,13,5,1
Google,RF,RGF,14,1,0.166666666666667
Google,RF,RGF,14,3,1
Google,RF,RGF,14,5,1
Google,RF,RGF,15,1,1
