Dataset,Model1,Model2,Period,Topn,Overlap
Backblaze,QDA,RF,9,5,0.294117647058824
Backblaze,QDA,RF,10,1,0.333333333333333
Backblaze,QDA,RF,10,3,0.941176470588235
Backblaze,QDA,RF,10,5,1
Backblaze,QDA,RF,11,1,0
Backblaze,QDA,RF,11,3,1
Backblaze,QDA,RF,11,5,1
Backblaze,QDA,RF,12,1,0
Backblaze,QDA,RF,12,3,0.411764705882353
Backblaze,QDA,RF,12,5,1
Backblaze,QDA,RF,13,1,1
Backblaze,QDA,RF,13,3,0.176470588235294
Backblaze,QDA,RF,13,5,0.352941176470588
Backblaze,QDA,RF,14,1,1
Backblaze,QDA,RF,14,3,0.294117647058824
Backblaze,QDA,RF,14,5,1
Backblaze,QDA,RF,15,1,1
Backblaze,QDA,RF,15,3,0.294117647058824
Backblaze,QDA,RF,15,5,0.647058823529412
Backblaze,QDA,RF,16,1,1
Backblaze,QDA,RF,16,3,0.470588235294118
Backblaze,QDA,RF,16,5,1
Backblaze,QDA,RF,17,1,1
Backblaze,QDA,RF,17,3,0.294117647058824
Backblaze,QDA,RF,17,5,1
Backblaze,QDA,RF,18,1,1
Backblaze,QDA,RF,18,3,0.333333333333333
Backblaze,QDA,RF,18,5,0.470588235294118
Backblaze,QDA,RF,19,1,1
Backblaze,QDA,RF,19,3,0.294117647058824
Backblaze,QDA,RF,19,5,1
Backblaze,QDA,RF,20,1,0.5
Backblaze,QDA,RF,20,3,0.529411764705882
Backblaze,QDA,RF,20,5,1
Backblaze,QDA,RF,21,1,0.5
Backblaze,QDA,RF,21,3,0.285714285714286
Backblaze,QDA,RF,21,5,1
Backblaze,QDA,RF,22,1,1
Backblaze,QDA,RF,22,3,0.294117647058824
Backblaze,QDA,RF,22,5,0.470588235294118
Backblaze,QDA,RF,23,1,0.333333333333333
Backblaze,QDA,RF,23,3,0.352941176470588
Backblaze,QDA,RF,23,5,1
Backblaze,QDA,RF,24,1,0
Backblaze,QDA,RF,24,3,0.428571428571429
Backblaze,QDA,RF,24,5,0.294117647058824
Backblaze,QDA,RF,25,1,0.5
Backblaze,QDA,RF,25,3,0.294117647058824
Backblaze,QDA,RF,25,5,0.470588235294118
Backblaze,QDA,RF,26,1,0.5
Backblaze,QDA,RF,26,3,0.294117647058824
Backblaze,QDA,RF,26,5,1
Backblaze,QDA,RF,27,1,1
Backblaze,QDA,RF,27,3,0.333333333333333
Backblaze,QDA,RF,27,5,0.470588235294118
Backblaze,QDA,RF,28,1,0.5
Backblaze,QDA,RF,28,3,0.428571428571429
Backblaze,QDA,RF,28,5,0.470588235294118
Backblaze,QDA,RF,29,1,0
Backblaze,QDA,RF,29,3,0.333333333333333
Backblaze,QDA,RF,29,5,0.529411764705882
Backblaze,QDA,RF,30,1,0.5
Backblaze,QDA,RF,30,3,0.5
Backblaze,QDA,RF,30,5,0.529411764705882
Backblaze,QDA,RF,31,1,1
Backblaze,QDA,RF,31,3,0.444444444444444
Backblaze,QDA,RF,31,5,0.352941176470588
Backblaze,QDA,RF,32,1,1
Backblaze,QDA,RF,32,3,0.3
Backblaze,QDA,RF,32,5,1
Backblaze,QDA,RF,33,1,0.5
Backblaze,QDA,RF,33,3,0.25
Backblaze,QDA,RF,33,5,0.529411764705882
Backblaze,QDA,RF,34,1,0
Backblaze,QDA,RF,34,3,0.235294117647059
Backblaze,QDA,RF,34,5,0.588235294117647
Backblaze,QDA,RF,35,1,0
Backblaze,QDA,RF,35,3,0.176470588235294
Backblaze,QDA,RF,35,5,0.529411764705882
Backblaze,QDA,RF,36,1,0
Backblaze,QDA,RF,36,3,0.235294117647059
Backblaze,QDA,RF,36,5,0.470588235294118
Backblaze,QDA,RGF,1,1,1
Backblaze,QDA,RGF,1,3,0.294117647058824
Backblaze,QDA,RGF,1,5,1
Backblaze,QDA,RGF,2,1,1
Backblaze,QDA,RGF,2,3,0.470588235294118
Backblaze,QDA,RGF,2,5,1
Backblaze,QDA,RGF,3,1,1
Backblaze,QDA,RGF,3,3,0.176470588235294
Backblaze,QDA,RGF,3,5,0.352941176470588
Backblaze,QDA,RGF,4,1,1
Backblaze,QDA,RGF,4,3,0.4
Backblaze,QDA,RGF,4,5,0.411764705882353
Backblaze,QDA,RGF,5,1,1
Backblaze,QDA,RGF,5,3,0.235294117647059
Backblaze,QDA,RGF,5,5,1
Backblaze,QDA,RGF,6,1,0
Backblaze,QDA,RGF,6,3,0.176470588235294
Backblaze,QDA,RGF,6,5,0.352941176470588
Backblaze,QDA,RGF,7,1,1
Backblaze,QDA,RGF,7,3,0.176470588235294
Backblaze,QDA,RGF,7,5,1
Backblaze,QDA,RGF,8,1,1
Backblaze,QDA,RGF,8,3,0.235294117647059
Backblaze,QDA,RGF,8,5,0.470588235294118
Backblaze,QDA,RGF,9,1,1
Backblaze,QDA,RGF,9,3,0.176470588235294
Backblaze,QDA,RGF,9,5,0.294117647058824
Backblaze,QDA,RGF,10,1,0.333333333333333
Backblaze,QDA,RGF,10,3,0.941176470588235
Backblaze,QDA,RGF,10,5,1
Backblaze,QDA,RGF,11,1,0
Backblaze,QDA,RGF,11,3,1
Backblaze,QDA,RGF,11,5,1
Backblaze,QDA,RGF,12,1,0
Backblaze,QDA,RGF,12,3,0.411764705882353
Backblaze,QDA,RGF,12,5,1
Backblaze,QDA,RGF,13,1,1
Backblaze,QDA,RGF,13,3,0.176470588235294
Backblaze,QDA,RGF,13,5,0.352941176470588
Backblaze,QDA,RGF,14,1,1
Backblaze,QDA,RGF,14,3,0.294117647058824
Backblaze,QDA,RGF,14,5,1
Backblaze,QDA,RGF,15,1,1
Backblaze,QDA,RGF,15,3,0.294117647058824
Backblaze,QDA,RGF,15,5,0.647058823529412
Backblaze,QDA,RGF,16,1,1
Backblaze,QDA,RGF,16,3,0.470588235294118
Backblaze,QDA,RGF,16,5,1
Backblaze,QDA,RGF,17,1,1
Backblaze,QDA,RGF,17,3,0.6
Backblaze,QDA,RGF,17,5,1
Backblaze,QDA,RGF,18,1,1
Backblaze,QDA,RGF,18,3,0.294117647058824
Backblaze,QDA,RGF,18,5,0.470588235294118
Backblaze,QDA,RGF,19,1,1
Backblaze,QDA,RGF,19,3,0.294117647058824
Backblaze,QDA,RGF,19,5,1
Backblaze,QDA,RGF,20,1,0.5
Backblaze,QDA,RGF,20,3,0.529411764705882
Backblaze,QDA,RGF,20,5,1
Backblaze,QDA,RGF,21,1,0.5
Backblaze,QDA,RGF,21,3,0.352941176470588
Backblaze,QDA,RGF,21,5,1
Backblaze,QDA,RGF,22,1,1
Backblaze,QDA,RGF,22,3,0.294117647058824
Backblaze,QDA,RGF,22,5,0.470588235294118
Backblaze,QDA,RGF,23,1,0.333333333333333
Backblaze,QDA,RGF,23,3,0.352941176470588
Backblaze,QDA,RGF,23,5,1
Backblaze,QDA,RGF,24,1,0
Backblaze,QDA,RGF,24,3,0.176470588235294
Backblaze,QDA,RGF,24,5,0.294117647058824
Backblaze,QDA,RGF,25,1,0.5
Backblaze,QDA,RGF,25,3,0.294117647058824
Backblaze,QDA,RGF,25,5,0.470588235294118
Backblaze,QDA,RGF,26,1,0.5
Backblaze,QDA,RGF,26,3,0.294117647058824
Backblaze,QDA,RGF,26,5,1
Backblaze,QDA,RGF,27,1,1
Backblaze,QDA,RGF,27,3,0.375
Backblaze,QDA,RGF,27,5,0.470588235294118
Backblaze,QDA,RGF,28,1,0.5
Backblaze,QDA,RGF,28,3,0.5
Backblaze,QDA,RGF,28,5,0.470588235294118
Backblaze,QDA,RGF,29,1,0
Backblaze,QDA,RGF,29,3,0.285714285714286
Backblaze,QDA,RGF,29,5,0.529411764705882
Backblaze,QDA,RGF,30,1,0.5
Backblaze,QDA,RGF,30,3,0.333333333333333
Backblaze,QDA,RGF,30,5,0.7
Backblaze,QDA,RGF,31,1,1
Backblaze,QDA,RGF,31,3,0.166666666666667
Backblaze,QDA,RGF,31,5,0.352941176470588
Backblaze,QDA,RGF,32,1,1
Backblaze,QDA,RGF,32,3,0.222222222222222
Backblaze,QDA,RGF,32,5,0.352941176470588
Backblaze,QDA,RGF,33,1,0.5
Backblaze,QDA,RGF,33,3,0.25
Backblaze,QDA,RGF,33,5,0.411764705882353
Backblaze,QDA,RGF,34,1,0
Backblaze,QDA,RGF,34,3,0.4
Backblaze,QDA,RGF,34,5,0.727272727272727
Backblaze,QDA,RGF,35,1,0
Backblaze,QDA,RGF,35,3,0.2
Backblaze,QDA,RGF,35,5,0.545454545454545
Backblaze,QDA,RGF,36,1,0
Backblaze,QDA,RGF,36,3,0.235294117647059
Backblaze,QDA,RGF,36,5,0.470588235294118
Backblaze,LR,CART,1,1,1
Backblaze,LR,CART,1,3,0.285714285714286
Backblaze,LR,CART,1,5,1
Backblaze,LR,CART,2,1,1
Backblaze,LR,CART,2,3,0.470588235294118
Backblaze,LR,CART,2,5,1
Backblaze,LR,CART,3,1,1
Backblaze,LR,CART,3,3,0.411764705882353
Backblaze,LR,CART,3,5,1
Backblaze,LR,CART,4,1,1
Backblaze,LR,CART,4,3,0.4
Backblaze,LR,CART,4,5,1
Backblaze,LR,CART,5,1,1
Backblaze,LR,CART,5,3,0.285714285714286
Backblaze,LR,CART,5,5,1
Backblaze,LR,CART,6,1,0
Backblaze,LR,CART,6,3,0.176470588235294
Backblaze,LR,CART,6,5,1
Backblaze,LR,CART,7,1,1
Backblaze,LR,CART,7,3,0.428571428571429
Backblaze,LR,CART,7,5,1
Backblaze,LR,CART,8,1,1
Backblaze,LR,CART,8,3,1
Backblaze,LR,CART,8,5,1
Backblaze,LR,CART,9,1,0.333333333333333
Backblaze,LR,CART,9,3,0.411764705882353
Backblaze,LR,CART,9,5,1
Backblaze,LR,CART,10,1,1
Backblaze,LR,CART,10,3,0.352941176470588
Backblaze,LR,CART,10,5,1
Backblaze,LR,CART,11,1,0.333333333333333
Backblaze,LR,CART,11,3,0.235294117647059
Backblaze,LR,CART,11,5,1
Backblaze,LR,CART,12,1,1
Backblaze,LR,CART,12,3,1
Backblaze,LR,CART,12,5,1
Backblaze,LR,CART,13,1,1
Backblaze,LR,CART,13,3,0.176470588235294
Backblaze,LR,CART,13,5,1
Backblaze,LR,CART,14,1,1
Backblaze,LR,CART,14,3,0.176470588235294
Backblaze,LR,CART,14,5,0.294117647058824
Backblaze,LR,CART,15,1,1
Backblaze,LR,CART,15,3,0.176470588235294
Backblaze,LR,CART,15,5,1
Backblaze,LR,CART,16,1,1
Backblaze,LR,CART,16,3,1
Backblaze,LR,CART,16,5,1
Backblaze,LR,CART,17,1,0.25
Backblaze,LR,CART,17,3,1
Backblaze,LR,CART,17,5,1
Backblaze,LR,CART,18,1,1
Backblaze,LR,CART,18,3,0.333333333333333
Backblaze,LR,CART,18,5,1
Backblaze,LR,CART,19,1,1
Backblaze,LR,CART,19,3,0.235294117647059
Backblaze,LR,CART,19,5,1
Backblaze,LR,CART,20,1,0.5
Backblaze,LR,CART,20,3,0.411764705882353
Backblaze,LR,CART,20,5,1
Backblaze,LR,CART,21,1,0.333333333333333
Backblaze,LR,CART,21,3,0.3
Backblaze,LR,CART,21,5,1
Backblaze,LR,CART,22,1,1
Backblaze,LR,CART,22,3,0.25
Backblaze,LR,CART,22,5,1
Backblaze,LR,CART,23,1,1
Backblaze,LR,CART,23,3,0.529411764705882
Backblaze,LR,CART,23,5,1
Backblaze,LR,CART,24,1,0.5
Backblaze,LR,CART,24,3,0.333333333333333
Backblaze,LR,CART,24,5,0.352941176470588
Backblaze,LR,CART,25,1,0.5
Backblaze,LR,CART,25,3,0.5
Backblaze,LR,CART,25,5,1
Backblaze,LR,CART,26,1,1
Backblaze,LR,CART,26,3,0.176470588235294
Backblaze,LR,CART,26,5,1
Backblaze,LR,CART,27,1,0.5
Backblaze,LR,CART,27,3,0.363636363636364
Backblaze,LR,CART,27,5,1
Backblaze,LR,CART,28,1,0
Backblaze,LR,CART,28,3,0.375
Backblaze,LR,CART,28,5,0.470588235294118
Backblaze,LR,CART,29,1,1
Backblaze,LR,CART,29,3,0.428571428571429
Backblaze,LR,CART,29,5,1
Backblaze,LR,CART,30,1,1
Backblaze,LR,CART,30,3,0.375
Backblaze,LR,CART,30,5,1
Backblaze,LR,CART,31,1,0.333333333333333
Backblaze,LR,CART,31,3,0.545454545454545
Backblaze,LR,CART,31,5,1
Backblaze,LR,CART,32,1,1
Backblaze,LR,CART,32,3,0.25
Backblaze,LR,CART,32,5,0.411764705882353
Backblaze,LR,CART,33,1,1
Backblaze,LR,CART,33,3,0.25
Backblaze,LR,CART,33,5,1
Backblaze,LR,CART,34,1,0
Backblaze,LR,CART,34,3,0.25
Backblaze,LR,CART,34,5,1
Backblaze,LR,CART,35,1,1
Backblaze,LR,CART,35,3,0.25
Backblaze,LR,CART,35,5,1
Backblaze,LR,CART,36,1,0.5
Backblaze,LR,CART,36,3,0.294117647058824
Backblaze,LR,CART,36,5,1
Backblaze,LR,GBDT,1,1,1
Backblaze,LR,GBDT,1,3,0.428571428571429
Backblaze,LR,GBDT,1,5,1
Backblaze,LR,GBDT,2,1,1
Backblaze,LR,GBDT,2,3,1
Backblaze,LR,GBDT,2,5,1
Backblaze,LR,GBDT,3,1,1
Backblaze,LR,GBDT,3,3,1
Backblaze,LR,GBDT,3,5,1
Backblaze,LR,GBDT,4,1,1
Backblaze,LR,GBDT,4,3,0.176470588235294
Backblaze,LR,GBDT,4,5,1
Backblaze,LR,GBDT,5,1,1
Backblaze,LR,GBDT,5,3,0.176470588235294
Backblaze,LR,GBDT,5,5,1
Backblaze,LR,GBDT,6,1,0
Backblaze,LR,GBDT,6,3,0.176470588235294
Backblaze,LR,GBDT,6,5,1
Backblaze,LR,GBDT,7,1,1
Backblaze,LR,GBDT,7,3,0.235294117647059
Backblaze,LR,GBDT,7,5,1
Backblaze,LR,GBDT,8,1,1
Backblaze,LR,GBDT,8,3,1
Backblaze,LR,GBDT,8,5,1
Backblaze,LR,GBDT,9,1,0.333333333333333
Backblaze,LR,GBDT,9,3,1
Backblaze,LR,GBDT,9,5,1
Backblaze,LR,GBDT,10,1,1
Backblaze,LR,GBDT,10,3,1
Backblaze,LR,GBDT,10,5,1
Backblaze,LR,GBDT,11,1,0
Backblaze,LR,GBDT,11,3,0.235294117647059
Backblaze,LR,GBDT,11,5,1
Backblaze,LR,GBDT,12,1,1
Backblaze,LR,GBDT,12,3,1
Backblaze,LR,GBDT,12,5,1
Backblaze,LR,GBDT,13,1,1
Backblaze,LR,GBDT,13,3,0.176470588235294
Backblaze,LR,GBDT,13,5,1
Backblaze,LR,GBDT,14,1,1
Backblaze,LR,GBDT,14,3,0.176470588235294
Backblaze,LR,GBDT,14,5,0.294117647058824
Backblaze,LR,GBDT,15,1,1
Backblaze,LR,GBDT,15,3,0.176470588235294
Backblaze,LR,GBDT,15,5,1
Backblaze,LR,GBDT,16,1,1
Backblaze,LR,GBDT,16,3,1
Backblaze,LR,GBDT,16,5,1
Backblaze,LR,GBDT,17,1,1
Backblaze,LR,GBDT,17,3,0.294117647058824
Backblaze,LR,GBDT,17,5,1
Backblaze,LR,GBDT,18,1,1
Backblaze,LR,GBDT,18,3,0.294117647058824
Backblaze,LR,GBDT,18,5,1
Backblaze,LR,GBDT,19,1,1
Backblaze,LR,GBDT,19,3,0.4
Backblaze,LR,GBDT,19,5,1
Backblaze,LR,GBDT,20,1,0.5
Backblaze,LR,GBDT,20,3,1
Backblaze,LR,GBDT,20,5,1
Backblaze,LR,GBDT,21,1,1
Backblaze,LR,GBDT,21,3,0.4
Backblaze,LR,GBDT,21,5,1
Backblaze,LR,GBDT,22,1,1
Backblaze,LR,GBDT,22,3,0.235294117647059
Backblaze,LR,GBDT,22,5,1
Backblaze,LR,GBDT,23,1,1
Backblaze,LR,GBDT,23,3,0.176470588235294
Backblaze,LR,GBDT,23,5,1
Backblaze,LR,GBDT,24,1,1
Backblaze,LR,GBDT,24,3,0.333333333333333
Backblaze,LR,GBDT,24,5,0.352941176470588
Backblaze,LR,GBDT,25,1,0.5
Backblaze,LR,GBDT,25,3,0.352941176470588
Backblaze,LR,GBDT,25,5,1
Backblaze,LR,GBDT,26,1,1
Backblaze,LR,GBDT,26,3,0.4
Backblaze,LR,GBDT,26,5,1
Backblaze,LR,GBDT,27,1,1
Backblaze,LR,GBDT,27,3,0.333333333333333
Backblaze,LR,GBDT,27,5,1
Backblaze,LR,GBDT,28,1,1
Backblaze,LR,GBDT,28,3,0.5
Backblaze,LR,GBDT,28,5,0.470588235294118
Backblaze,LR,GBDT,29,1,1
Backblaze,LR,GBDT,29,3,0.333333333333333
Backblaze,LR,GBDT,29,5,1
Backblaze,LR,GBDT,30,1,1
Backblaze,LR,GBDT,30,3,0.333333333333333
Backblaze,LR,GBDT,30,5,1
Backblaze,LR,GBDT,31,1,1
Backblaze,LR,GBDT,31,3,0.285714285714286
Backblaze,LR,GBDT,31,5,1
Backblaze,LR,GBDT,32,1,1
Backblaze,LR,GBDT,32,3,0.5
Backblaze,LR,GBDT,32,5,0.666666666666667
Backblaze,LR,GBDT,33,1,1
Backblaze,LR,GBDT,33,3,0.4
Backblaze,LR,GBDT,33,5,1
Backblaze,LR,GBDT,34,1,0
Backblaze,LR,GBDT,34,3,0.285714285714286
Backblaze,LR,GBDT,34,5,1
Backblaze,LR,GBDT,35,1,1
Backblaze,LR,GBDT,35,3,0.333333333333333
Backblaze,LR,GBDT,35,5,1
Backblaze,LR,GBDT,36,1,1
Backblaze,LR,GBDT,36,3,0.176470588235294
Backblaze,LR,GBDT,36,5,1
Backblaze,LR,NN,1,1,1
Backblaze,LR,NN,1,3,0.5
Backblaze,LR,NN,1,5,1
Backblaze,LR,NN,2,1,1
Backblaze,LR,NN,2,3,0.176470588235294
Backblaze,LR,NN,2,5,1
Backblaze,LR,NN,3,1,1
Backblaze,LR,NN,3,3,0.235294117647059
Backblaze,LR,NN,3,5,1
Backblaze,LR,NN,4,1,1
Backblaze,LR,NN,4,3,0.5
Backblaze,LR,NN,4,5,1
Backblaze,LR,NN,5,1,1
Backblaze,LR,NN,5,3,0.176470588235294
Backblaze,LR,NN,5,5,1
Backblaze,LR,NN,6,1,1
Backblaze,LR,NN,6,3,0.294117647058824
Backblaze,LR,NN,6,5,1
Backblaze,LR,NN,7,1,1
Backblaze,LR,NN,7,3,0.666666666666667
Backblaze,LR,NN,7,5,1
Backblaze,LR,NN,8,1,1
Backblaze,LR,NN,8,3,0.352941176470588
Backblaze,LR,NN,8,5,1
Backblaze,LR,NN,9,1,0.333333333333333
Backblaze,LR,NN,9,3,0.352941176470588
Backblaze,LR,NN,9,5,1
Backblaze,LR,NN,10,1,1
Backblaze,LR,NN,10,3,0.235294117647059
Backblaze,LR,NN,10,5,1
Backblaze,LR,NN,11,1,1
Backblaze,LR,NN,11,3,0.5
Backblaze,LR,NN,11,5,1
Backblaze,LR,NN,12,1,0.333333333333333
Backblaze,LR,NN,12,3,1
Backblaze,LR,NN,12,5,1
Backblaze,LR,NN,13,1,0.5
Backblaze,LR,NN,13,3,0.333333333333333
Backblaze,LR,NN,13,5,1
Backblaze,LR,NN,14,1,1
Backblaze,LR,NN,14,3,0.75
Backblaze,LR,NN,14,5,0.294117647058824
Backblaze,LR,NN,15,1,1
Backblaze,LR,NN,15,3,0.176470588235294
Backblaze,LR,NN,15,5,1
Backblaze,LR,NN,16,1,1
Backblaze,LR,NN,16,3,0.411764705882353
Backblaze,LR,NN,16,5,1
Backblaze,LR,NN,17,1,1
Backblaze,LR,NN,17,3,0.470588235294118
Backblaze,LR,NN,17,5,1
Backblaze,LR,NN,18,1,1
Backblaze,LR,NN,18,3,0.6
Backblaze,LR,NN,18,5,1
Backblaze,LR,NN,19,1,1
Backblaze,LR,NN,19,3,0.333333333333333
Backblaze,LR,NN,19,5,1
Backblaze,LR,NN,20,1,0.5
Backblaze,LR,NN,20,3,0.352941176470588
Backblaze,LR,NN,20,5,1
Backblaze,LR,NN,21,1,1
Backblaze,LR,NN,21,3,0.333333333333333
Backblaze,LR,NN,21,5,0.588235294117647
Backblaze,LR,NN,22,1,1
Backblaze,LR,NN,22,3,0.666666666666667
Backblaze,LR,NN,22,5,1
Backblaze,LR,NN,23,1,1
Backblaze,LR,NN,23,3,0.176470588235294
Backblaze,LR,NN,23,5,0.647058823529412
Backblaze,LR,NN,24,1,1
Backblaze,LR,NN,24,3,0.75
Backblaze,LR,NN,24,5,1
Backblaze,LR,NN,25,1,0
Backblaze,LR,NN,25,3,0.428571428571429
Backblaze,LR,NN,25,5,0.529411764705882
Backblaze,LR,NN,26,1,1
Backblaze,LR,NN,26,3,0.428571428571429
Backblaze,LR,NN,26,5,1
Backblaze,LR,NN,27,1,1
Backblaze,LR,NN,27,3,0.75
Backblaze,LR,NN,27,5,0.352941176470588
Backblaze,LR,NN,28,1,1
Backblaze,LR,NN,28,3,0.5
Backblaze,LR,NN,28,5,0.470588235294118
Backblaze,LR,NN,29,1,1
Backblaze,LR,NN,29,3,0.5
Backblaze,LR,NN,29,5,1
Backblaze,LR,NN,30,1,1
Backblaze,LR,NN,30,3,0.6
Backblaze,LR,NN,30,5,1
Backblaze,LR,NN,31,1,1
Backblaze,LR,NN,31,3,0.666666666666667
Backblaze,LR,NN,31,5,0.588235294117647
Backblaze,LR,NN,32,1,1
Backblaze,LR,NN,32,3,0.5
Backblaze,LR,NN,32,5,0.411764705882353
Backblaze,LR,NN,33,1,1
Backblaze,LR,NN,33,3,1
Backblaze,LR,NN,33,5,1
Backblaze,LR,NN,34,1,0
Backblaze,LR,NN,34,3,0.4
Backblaze,LR,NN,34,5,0.529411764705882
Backblaze,LR,NN,35,1,1
Backblaze,LR,NN,35,3,0.333333333333333
Backblaze,LR,NN,35,5,1
Backblaze,LR,NN,36,1,1
Backblaze,LR,NN,36,3,0.176470588235294
Backblaze,LR,NN,36,5,0.411764705882353
Backblaze,LR,RF,1,1,1
Backblaze,LR,RF,1,3,0.235294117647059
Backblaze,LR,RF,1,5,1
Backblaze,LR,RF,2,1,1
Backblaze,LR,RF,2,3,1
Backblaze,LR,RF,2,5,1
Backblaze,LR,RF,3,1,1
Backblaze,LR,RF,3,3,1
Backblaze,LR,RF,3,5,1
Backblaze,LR,RF,4,1,1
Backblaze,LR,RF,4,3,0.176470588235294
Backblaze,LR,RF,4,5,1
Backblaze,LR,RF,5,1,1
Backblaze,LR,RF,5,3,0.176470588235294
Backblaze,LR,RF,5,5,1
Backblaze,LR,RF,6,1,0
Backblaze,LR,RF,6,3,1
Backblaze,LR,RF,6,5,1
Backblaze,LR,RF,7,1,1
Backblaze,LR,RF,7,3,0.235294117647059
Backblaze,LR,RF,7,5,1
Backblaze,LR,RF,8,1,1
Backblaze,LR,RF,8,3,1
Backblaze,LR,RF,8,5,1
Backblaze,LR,RF,9,1,0.666666666666667
Backblaze,LR,RF,9,3,1
Backblaze,LR,RF,9,5,1
Backblaze,LR,RF,10,1,1
Backblaze,LR,RF,10,3,1
Backblaze,LR,RF,10,5,1
Backblaze,LR,RF,11,1,0
Backblaze,LR,RF,11,3,0.235294117647059
Backblaze,LR,RF,11,5,1
Backblaze,LR,RF,12,1,1
Backblaze,LR,RF,12,3,1
Backblaze,LR,RF,12,5,1
Backblaze,LR,RF,13,1,1
Backblaze,LR,RF,13,3,0.176470588235294
Backblaze,LR,RF,13,5,1
Backblaze,LR,RF,14,1,1
Backblaze,LR,RF,14,3,0.176470588235294
Backblaze,LR,RF,14,5,0.294117647058824
Backblaze,LR,RF,15,1,1
Backblaze,LR,RF,15,3,0.176470588235294
Backblaze,LR,RF,15,5,1
Backblaze,LR,RF,16,1,1
Backblaze,LR,RF,16,3,1
Backblaze,LR,RF,16,5,1
Backblaze,LR,RF,17,1,1
Backblaze,LR,RF,17,3,1
Backblaze,LR,RF,17,5,1
Backblaze,LR,RF,18,1,1
Backblaze,LR,RF,18,3,0.333333333333333
Backblaze,LR,RF,18,5,1
Backblaze,LR,RF,19,1,1
Backblaze,LR,RF,19,3,0.235294117647059
Backblaze,LR,RF,19,5,1
Backblaze,LR,RF,20,1,0.5
Backblaze,LR,RF,20,3,1
Backblaze,LR,RF,20,5,1
Backblaze,LR,RF,21,1,1
Backblaze,LR,RF,21,3,0.5
Backblaze,LR,RF,21,5,1
Backblaze,LR,RF,22,1,1
Backblaze,LR,RF,22,3,0.235294117647059
Backblaze,LR,RF,22,5,1
Backblaze,LR,RF,23,1,1
Backblaze,LR,RF,23,3,1
Backblaze,LR,RF,23,5,1
Backblaze,LR,RF,24,1,1
Backblaze,LR,RF,24,3,0.428571428571429
Backblaze,LR,RF,24,5,0.352941176470588
Backblaze,LR,RF,25,1,0.5
Backblaze,LR,RF,25,3,0.352941176470588
Backblaze,LR,RF,25,5,1
Backblaze,LR,RF,26,1,1
Backblaze,LR,RF,26,3,0.176470588235294
Backblaze,LR,RF,26,5,1
Backblaze,LR,RF,27,1,1
Backblaze,LR,RF,27,3,0.333333333333333
Backblaze,LR,RF,27,5,1
Backblaze,LR,RF,28,1,1
Backblaze,LR,RF,28,3,0.428571428571429
Backblaze,LR,RF,28,5,0.470588235294118
Backblaze,LR,RF,29,1,1
Backblaze,LR,RF,29,3,0.333333333333333
Backblaze,LR,RF,29,5,1
Backblaze,LR,RF,30,1,1
Backblaze,LR,RF,30,3,0.5
Backblaze,LR,RF,30,5,1
Backblaze,LR,RF,31,1,1
Backblaze,LR,RF,31,3,0.666666666666667
Backblaze,LR,RF,31,5,1
Backblaze,LR,RF,32,1,1
Backblaze,LR,RF,32,3,0.333333333333333
Backblaze,LR,RF,32,5,0.411764705882353
Backblaze,LR,RF,33,1,1
Backblaze,LR,RF,33,3,0.166666666666667
Backblaze,LR,RF,33,5,0.529411764705882
Backblaze,LR,RF,34,1,0
Backblaze,LR,RF,34,3,0.235294117647059
Backblaze,LR,RF,34,5,1
Backblaze,LR,RF,35,1,1
Backblaze,LR,RF,35,3,0.176470588235294
Backblaze,LR,RF,35,5,1
Backblaze,LR,RF,36,1,1
Backblaze,LR,RF,36,3,1
Backblaze,LR,RF,36,5,1
Backblaze,LR,RGF,1,1,1
Backblaze,LR,RGF,1,3,0.235294117647059
Backblaze,LR,RGF,1,5,1
Backblaze,LR,RGF,2,1,1
Backblaze,LR,RGF,2,3,1
Backblaze,LR,RGF,2,5,1
Backblaze,LR,RGF,3,1,1
Backblaze,LR,RGF,3,3,1
Backblaze,LR,RGF,3,5,1
Backblaze,LR,RGF,4,1,1
Backblaze,LR,RGF,4,3,0.5
Backblaze,LR,RGF,4,5,1
Backblaze,LR,RGF,5,1,1
Backblaze,LR,RGF,5,3,0.176470588235294
Backblaze,LR,RGF,5,5,1
Backblaze,LR,RGF,6,1,0
Backblaze,LR,RGF,6,3,1
Backblaze,LR,RGF,6,5,1
Backblaze,LR,RGF,7,1,1
Backblaze,LR,RGF,7,3,0.235294117647059
Backblaze,LR,RGF,7,5,1
Backblaze,LR,RGF,8,1,1
Backblaze,LR,RGF,8,3,1
Backblaze,LR,RGF,8,5,1
Backblaze,LR,RGF,9,1,0.333333333333333
Backblaze,LR,RGF,9,3,1
Backblaze,LR,RGF,9,5,1
Backblaze,LR,RGF,10,1,1
Backblaze,LR,RGF,10,3,1
Backblaze,LR,RGF,10,5,1
Backblaze,LR,RGF,11,1,0
Backblaze,LR,RGF,11,3,0.235294117647059
Backblaze,LR,RGF,11,5,1
Backblaze,LR,RGF,12,1,1
Backblaze,LR,RGF,12,3,1
Backblaze,LR,RGF,12,5,1
Backblaze,LR,RGF,13,1,1
Backblaze,LR,RGF,13,3,0.176470588235294
Backblaze,LR,RGF,13,5,1
Backblaze,LR,RGF,14,1,1
Backblaze,LR,RGF,14,3,0.176470588235294
Backblaze,LR,RGF,14,5,0.294117647058824
Backblaze,LR,RGF,15,1,1
